sample,latency_ns,latency_cycles,poll_iterations
858,7320.0,366.00,1
859,7320.0,366.00,1
860,7320.0,366.00,1
861,7320.0,366.00,1
862,7320.0,366.00,1
863,7320.0,366.00,1
864,7320.0,366.00,1
865,7320.0,366.00,1
866,7320.0,366.00,1
867,7320.0,366.00,1
868,7320.0,366.00,1
869,7320.0,366.00,1
870,7320.0,366.00,1
871,7320.0,366.00,1
872,7320.0,366.00,1
873,7320.0,366.00,1
874,7320.0,366.00,1
875,7320.0,366.00,1
876,7320.0,366.00,1
877,7320.0,366.00,1
878,7320.0,366.00,1
879,7320.0,366.00,1
880,7320.0,366.00,1
881,7320.0,366.00,1
882,7320.0,366.00,1
883,7320.0,366.00,1
884,7320.0,366.00,1
885,7320.0,366.00,1
886,7320.0,366.00,1
887,7320.0,366.00,1
888,7320.0,366.00,1
889,7320.0,366.00,1
890,7320.0,366.00,1
891,7320.0,366.00,1
892,7320.0,366.00,1
893,7320.0,366.00,1
894,7320.0,366.00,1
895,7320.0,366.00,1
896,7320.0,366.00,1
897,7320.0,366.00,1
898,7320.0,366.00,1
899,7320.0,366.00,1
900,7320.0,366.00,1
901,7320.0,366.00,1
902,7320.0,366.00,1
903,7320.0,366.00,1
904,7320.0,366.00,1
905,7320.0,366.00,1
906,7320.0,366.00,1
907,7320.0,366.00,1
908,7320.0,366.00,1
909,7320.0,366.00,1
910,7320.0,366.00,1
911,7320.0,366.00,1
912,7320.0,366.00,1
913,7320.0,366.00,1
914,7320.0,366.00,1
915,7320.0,366.00,1
916,7320.0,366.00,1
917,7320.0,366.00,1
918,7320.0,366.00,1
919,7320.0,366.00,1
920,7320.0,366.00,1
921,7320.0,366.00,1
922,7320.0,366.00,1
923,7320.0,366.00,1
924,7320.0,366.00,1
925,7320.0,366.00,1
926,7320.0,366.00,1
927,7320.0,366.00,1
928,7320.0,366.00,1
929,7320.0,366.00,1
930,7320.0,366.00,1
931,7320.0,366.00,1
932,9840.0,492.00,1
933,9840.0,492.00,1
934,9840.0,492.00,1
935,7310.0,365.50,1
936,7320.0,366.00,1
937,7320.0,366.00,1
938,7320.0,366.00,1
939,7320.0,366.00,1
940,7320.0,366.00,1
941,7320.0,366.00,1
942,7320.0,366.00,1
943,7320.0,366.00,1
944,7320.0,366.00,1
945,7320.0,366.00,1
946,7320.0,366.00,1
947,7320.0,366.00,1
948,7320.0,366.00,1
949,7320.0,366.00,1
950,7320.0,366.00,1
951,7320.0,366.00,1
952,7320.0,366.00,1
953,7320.0,366.00,1
954,7320.0,366.00,1
955,7320.0,366.00,1
956,7320.0,366.00,1
957,7320.0,366.00,1
958,7320.0,366.00,1
959,7320.0,366.00,1
960,7320.0,366.00,1
961,7320.0,366.00,1
962,7320.0,366.00,1
963,7320.0,366.00,1
964,7320.0,366.00,1
965,7320.0,366.00,1
966,7320.0,366.00,1
967,7320.0,366.00,1
968,7320.0,366.00,1
969,7320.0,366.00,1
970,7320.0,366.00,1
971,7320.0,366.00,1
972,7320.0,366.00,1
973,7320.0,366.00,1
974,7320.0,366.00,1
975,7320.0,366.00,1
976,7380.0,369.00,1
977,7320.0,366.00,1
978,7320.0,366.00,1
979,7320.0,366.00,1
980,7320.0,366.00,1
981,7320.0,366.00,1
982,7320.0,366.00,1
983,7320.0,366.00,1
984,7320.0,366.00,1
985,7320.0,366.00,1
986,7320.0,366.00,1
987,7320.0,366.00,1
988,7320.0,366.00,1
989,7320.0,366.00,1
990,7320.0,366.00,1
991,7320.0,366.00,1
992,7320.0,366.00,1
993,7320.0,366.00,1
994,7320.0,366.00,1
995,7320.0,366.00,1
996,7320.0,366.00,1
997,7320.0,366.00,1
998,7320.0,366.00,1
999,7320.0,366.00,1
1000,7320.0,366.00,1
