sample,latency_ns,latency_cycles,total_poll_iterations
966,37420.0,1871.00,3
967,37420.0,1871.00,3
968,37420.0,1871.00,3
969,37420.0,1871.00,3
970,37420.0,1871.00,3
971,37420.0,1871.00,3
972,37420.0,1871.00,3
973,37420.0,1871.00,3
974,37420.0,1871.00,3
975,37420.0,1871.00,3
976,37430.0,1871.50,3
977,37420.0,1871.00,3
978,37420.0,1871.00,3
979,37420.0,1871.00,3
980,37420.0,1871.00,3
981,37420.0,1871.00,3
982,37420.0,1871.00,3
983,37420.0,1871.00,3
984,37420.0,1871.00,3
985,37420.0,1871.00,3
986,37420.0,1871.00,3
987,37420.0,1871.00,3
988,37420.0,1871.00,3
989,37420.0,1871.00,3
990,37420.0,1871.00,3
991,37420.0,1871.00,3
992,37420.0,1871.00,3
993,37420.0,1871.00,3
994,37420.0,1871.00,3
995,37420.0,1871.00,3
996,37420.0,1871.00,3
997,37420.0,1871.00,3
998,37420.0,1871.00,3
999,37420.0,1871.00,3
1000,37420.0,1871.00,3
